customer_id,customer_name,email,phone,address,area,pincode,registration_date,customer_segment,total_orders,avg_order_value
78628462,Akshay Chakrabarti,tvasa@example.org,9.10082E+11,"448
Seshadri Nagar, Nandyal-974885",Kurnool,149183,5/19/2023,Regular,14,584.03
84749208,Barkha Natt,tarak74@example.net,9.11766E+11,"654
Oommen Circle, Jaunpur-394402",Bhimavaram,539842,10/22/2024,Inactive,19,1252.28
34966974,Rayaan Tara,advaith45@example.org,9.14487E+11,"03/58
Sodhi Zila
Gandhidham-956988",Sirsa,433849,5/6/2024,New,16,559.43
35169172,Nitesh Tata,hnath@example.net,9.18743E+11,"73/133, Sankar Ganj, Bhagalpur-009830",Davanagere,427337,9/10/2025,Regular,6,771.45
27634734,Suhani Roy,michael73@example.org,9.19143E+11,"H.No. 170
Hegde Road
Mathura-347182",Ramgarh,786282,12/9/2023,Premium,14,1756.22
42337455,Irya Vasa,pranavsule@example.net,9.15512E+11,"475
Karan Zila, Dharmavaram-421759",Firozabad,646980,8/28/2025,Inactive,8,247.46
17650233,Nisha Murthy,harita78@example.com,9.11296E+11,"18/51, Bath Nagar
Bhopal-438619",Warangal,259026,1/25/2023,Premium,13,1259.74
86841264,Frado Varty,saanviramesh@example.net,9.16902E+11,"H.No. 449, Khosla Nagar
Suryapet 100524",Serampore,422196,4/7/2024,Inactive,3,1094.22
59543335,Praneel Sekhon,hema35@example.net,9.19227E+11,"354
Khosla Nagar, Bhilwara 807888",Firozabad,652165,10/30/2025,New,18,1979.21
12296741,Baljiwan Mangat,ahluwaliasai@example.net,9.13568E+11,"06
Golla Zila
Hyderabad-191982",Malegaon,757160,3/16/2024,New,7,1820.98
26159775,Devika Sankar,raikamala@example.org,9.16353E+11,"429, Sampath Marg, Nashik 042636",Madurai,639251,9/21/2024,Regular,17,203.76
28955843,Onkar Ratta,borachandran@example.org,9.14107E+11,"06/41, Garg
Hazaribagh 758174",Raiganj,855737,11/9/2024,Inactive,2,944.14
61539026,Garima Shukla,hsehgal@example.com,9.10833E+11,"H.No. 90
Sathe Road, Munger 065085",Hazaribagh,944521,8/3/2025,Regular,2,1439.8
52881855,Lajita Bali,rushil46@example.org,9.15832E+11,"H.No. 65, Verma Circle
Gandhinagar 165933",Motihari,855709,12/15/2025,Premium,2,219.49
4533634,Vedika Gera,sarthakrai@example.com,9.17022E+11,"92/47, Muni Circle
Anand-220394",Mirzapur,804821,6/18/2025,Premium,2,1778.72
41935519,Zinal Sekhon,rshenoy@example.com,9.12206E+11,"H.No. 065, Atwal Chowk
Nanded-187073",Bulandshahr,29199,12/22/2025,Inactive,7,809.4
72641893,Ekiya Comar,nakshsen@example.com,9.15766E+11,"H.No. 285
Goyal Road
Panchkula-739922",Dharmavaram,665720,10/10/2023,Premium,17,1734.04
57588302,Avni Lalla,zaitra82@example.net,9.19324E+11,"230, Wali Nagar, Sikar 685389",Singrauli,252648,11/13/2025,Regular,12,761.42
94136770,Sai Kala,oviyaamble@example.net,9.11171E+11,"H.No. 818, Iyer Ganj, Kozhikode 993867",Mahbubnagar,770605,11/22/2025,Regular,4,1233.7
72033495,Naksh Dey,cviswanathan@example.com,9.13652E+11,"H.No. 849, Varghese Ganj, Bhiwani 321935",Maheshtala,257750,3/17/2025,New,15,362.32
38075075,Siya Dua,ysundaram@example.com,9.11559E+11,"75, Chandra Zila, Mathura 593532",Secunderabad,49446,7/7/2025,Regular,2,765.38
87598137,Gavin Brahmbhatt,karpechakradhar@example.com,9.17688E+11,"H.No. 93
Brar Road
Silchar-360141",Begusarai,890902,1/2/2025,Inactive,1,1931.99
35301048,Shivansh Devan,nachiket30@example.com,9.13633E+11,"98/50, Manda Zila
Motihari 830073",Rajpur Sonarpur,216970,11/24/2025,Regular,2,1032.08
17468785,Finn Kade,morarati@example.com,9.14424E+11,"76/16, Raj Zila
Saharsa-945622",Erode,319015,7/24/2024,Regular,2,1884.55
33684139,Harish Narayan,abhiram92@example.com,9.13123E+11,"63, Rao Zila
Kottayam-746217",Barasat,963679,2/27/2025,Inactive,6,874.1
54422847,Odika Gaba,itandon@example.net,9.18405E+11,"H.No. 07, Pai Street, Ballia-460132",Phagwara,831010,12/16/2025,New,17,1536.25
71381817,Fiyaz Rajagopal,yohannansara@example.com,9.1134E+11,"68/32, Apte Chowk, Bongaigaon 813858",Vijayanagaram,475248,8/22/2023,Regular,20,210.81
47041206,Hemang Bhasin,xalakdass@example.net,9.17977E+11,"12/68, Subramanian
Saharanpur-083212",Surendranagar Dudhrej,567427,1/7/2024,Regular,13,932.18
14928451,Sneha Narasimhan,fradomahal@example.com,9.12417E+11,"049
Comar Chowk, Secunderabad 184681",Bharatpur,657436,5/22/2023,New,20,1295.98
85492945,Jyoti Nazareth,charitaatwal@example.org,9.15379E+11,"36/852, Shanker Street, Gudivada-212762",Agra,665091,2/14/2023,Inactive,13,1591.12
765983,Dhriti Bhandari,eswamy@example.org,9.12858E+11,"H.No. 88
Raj Marg, Bhatpara-141059",Narasaraopet,631498,12/19/2024,Inactive,17,1579.36
75919586,Yutika Dalal,avarkey@example.net,9.10926E+11,"H.No. 35, Raja
Madurai 933591",Moradabad,606205,12/20/2024,New,7,1809.81
51333177,Girindra Chand,bahlsaumya@example.org,9.11482E+11,"H.No. 924, Bava Chowk, Unnao 765667",Navi Mumbai,383402,2/23/2023,Regular,1,1861.85
49086688,Vedant Mannan,mohinichad@example.net,9.10591E+11,"17/27
Nagarajan Nagar
Muzaffarnagar-074965",Khammam,122733,5/24/2025,Premium,19,217.87
26000872,Inaya Sastry,maharajshivani@example.org,9.11506E+11,"62/394
Kapur Ganj
Loni 572990",Ujjain,956391,11/8/2023,New,12,1328.13
94121035,Harita Viswanathan,omishanatarajan@example.net,9.10548E+11,"H.No. 07, Shenoy
North Dumdum-302724",Rourkela,866147,3/3/2025,Regular,7,320.92
71024812,Arjun Kata,mishraomkaar@example.com,9.14433E+11,"023, Kunda Chowk
Bellary 910764",Panchkula,788006,7/11/2024,New,3,902.13
47671075,Gautami Ganesh,gokhaleyagnesh@example.com,9.14844E+11,"H.No. 81, Vora Ganj
Thanjavur-011624",Mehsana,3267,8/6/2023,New,15,1176.17
47996005,Meghana Bala,netra82@example.net,9.19459E+11,"12, Sanghvi Chowk, Kozhikode-682423",Jhansi,976244,6/30/2024,New,3,1020.55
86883457,Patrick Menon,xalakjhaveri@example.com,9.15534E+11,"11/076
Sura Nagar, Hyderabad 194122",Srikakulam,710863,5/1/2024,New,5,1266.43
61936177,Bachittar Rege,omadan@example.net,9.11428E+11,"50/969
Saha Chowk, Arrah 653346",Hubli–Dharwad,328757,7/19/2023,Premium,14,400.69
88913306,Jagvi Kapadia,kalayatin@example.org,9.17656E+11,"73/999, Dhar Ganj, Mathura 769532",Mumbai,257791,10/16/2023,Premium,3,1278.75
37195989,Krisha Dara,jagdishdhar@example.net,9.12252E+11,"13/39, Baria Nagar, Katihar-413642",Bhind,157286,11/25/2023,New,15,1297.03
89082344,Girish Kade,dvarma@example.net,9.17864E+11,"22/295
Sharma Ganj
Medininagar 402884",Khammam,116369,7/4/2025,Regular,11,1403.91
26892432,Mason Dave,gnath@example.org,9.10903E+11,"H.No. 72
Reddy Nagar, Nanded 884157",Mathura,895432,11/13/2024,Inactive,16,1680.63
60577973,Ekiya Thakkar,farasprabhu@example.com,9.17256E+11,"97/23
Minhas Zila, Howrah 229843",Ajmer,933652,6/14/2025,New,1,1206.37
13286473,Meera Vala,meghasuresh@example.com,9.16986E+11,"70/504
Kara Circle
Jalgaon 339841",Guntur,667108,6/17/2025,New,3,1193.93
25382242,Chakradhar Rama,bhavya24@example.net,9.18403E+11,"35/352
Thakur Marg
Katihar 749473",Nagpur,112214,8/22/2025,Regular,13,1260.17
48655732,Raagini Babu,bhavnahora@example.com,9.11698E+11,"06
Ranganathan Circle
Durg-738090",Bijapur,298158,10/11/2023,Inactive,9,617.17
68767942,Niharika Bhatt,warda63@example.org,9.12435E+11,"H.No. 65, Mistry Chowk
Davanagere-904741",Medininagar,508353,5/17/2025,Inactive,16,1561.85
90044165,Ranbir Char,hamsinigopal@example.org,9.11424E+11,"14
Sami Street, Secunderabad-818558",Munger,123169,8/6/2024,New,2,371.21
86778355,Libni De,narayananoliver@example.net,9.16271E+11,"54/26
Prabhakar Street
Nangloi Jat-204839",Mahbubnagar,842180,7/29/2023,Regular,5,671.12
27705197,Arya Jayaraman,saxenarushil@example.com,9.15372E+11,"H.No. 978
Sane Marg, Shivpuri-235866",Firozabad,493920,4/14/2025,Inactive,13,295.59
88380750,Yasti Sanghvi,seshadriqushi@example.org,9.11225E+11,"31
Bhasin Zila
Kolhapur-403438",Nashik,491484,12/8/2024,Regular,1,1206.94
43251554,Yashodhara Chanda,menonvidhi@example.com,9.10518E+11,"H.No. 85, Ram Chowk, Kirari Suleman Nagar-927024",Bhilwara,762863,1/18/2023,New,5,965.95
34434760,Meghana Mani,nathaniel60@example.com,9.19649E+11,"06/028, Sidhu Zila, Dhule-485835",Arrah,265104,11/22/2023,Regular,16,1502.71
82871259,Vedant Patel,lalltanish@example.org,9.10993E+11,"05/773
Chaudhry Zila, Hajipur-665131",Mehsana,459176,6/8/2023,Inactive,8,1109.09
44559518,Orinder Om,falgunideol@example.com,9.13571E+11,"728, Kale Circle, Katihar-753195",Faridabad,179694,3/18/2025,Regular,4,1259.74
39860425,Imaran Pillay,wreddy@example.org,9.18898E+11,"396, Rao
Anantapur-560775",Alwar,535725,1/4/2024,New,13,472.26
28730945,Adweta Sinha,dharvasana@example.org,9.10195E+11,"181, Madan Chowk, Kota 348977",Ballia,565987,2/26/2024,New,9,1358.02
73936418,Mohini Vig,david69@example.net,9.15242E+11,"91
Shetty Nagar, Serampore 991000",Guntur,433448,1/29/2023,Inactive,16,508.42
53866079,Jyoti Gala,hemal80@example.com,9.188E+11,"64
Mistry Nagar
Patna 779934",Pune,994165,8/25/2024,Premium,1,368.48
38407761,Zaitra Grewal,madhavisawhney@example.com,9.11254E+11,"79/98
Kumar Road, Ambarnath 648908",Agartala,713101,4/5/2025,New,10,1037.24
15652499,Tarak Sabharwal,rnarain@example.com,9.18132E+11,"84/07, Muni Marg
Kalyan-Dombivli 946153",Pune,286573,10/6/2025,Regular,19,1105.18
77210990,Manbir Rattan,dharidika@example.net,9.1751E+11,"76/051
Koshy Road
Allahabad 617946",Dehradun,851783,1/16/2024,Inactive,2,1442.06
47794467,Girindra Narayanan,parsagagan@example.net,9.12757E+11,"78
Pingle Marg
Anand-639920",Mango,307296,5/28/2025,New,2,1070.84
76293666,Netra Mangal,wrideshkamdar@example.net,9.15536E+11,"11, Mittal Road, Davanagere 536049",Karawal Nagar,667709,10/3/2023,New,18,1870.89
46968113,Geetika Mahajan,leela46@example.net,9.17861E+11,"509
Sani Road
Kumbakonam-461956",Arrah,484575,3/30/2025,Premium,9,304.07
73078014,Utkarsh Dey,champak80@example.net,9.1808E+11,"H.No. 436, Natarajan Nagar, Vellore-265933",Alwar,199978,6/21/2023,Inactive,1,1408.1
38791298,Balvan Suri,kmander@example.net,9.12796E+11,"44, Chaudhary Chowk, Dhule-247564",Panchkula,810908,7/9/2023,New,2,905.42
19612678,Gaurangi Bhandari,balvan82@example.org,9.14045E+11,"684, Parmar Nagar
Bally 764892",Unnao,243655,3/4/2024,New,4,403.59
36471037,Unni Dewan,wridesh46@example.com,9.14263E+11,"04
Sabharwal Path, Malda-119471",Narasaraopet,960565,5/6/2024,Inactive,19,680.5
74753958,Harini Pant,wbobal@example.org,9.17232E+11,"H.No. 643
Shukla Zila
Raiganj 145154",Raebareli,934137,1/23/2023,Regular,6,1807.93
27630139,Avi Agarwal,nsrivastava@example.com,9.17719E+11,"12, Tank Path
Bettiah-361298",Nanded,816605,1/3/2025,Regular,6,1313.44
45706469,Samaksh Thakur,chawlayashica@example.net,9.17965E+11,"H.No. 592
Sinha Zila, Ongole-912300",Pudukkottai,448886,2/26/2024,Regular,12,1920.87
93884628,Pushti Nadkarni,gavin19@example.com,9.10667E+11,"37/11
Sachdev Nagar, Vijayanagaram-584321",Yamunanagar,348097,8/8/2024,Premium,12,1623.08
31247279,Omisha Bora,mohini88@example.net,9.10657E+11,"H.No. 786
More Marg, Mira-Bhayandar-444183",Hindupur,505404,7/29/2025,Regular,19,1358.41
63932227,Parth Brahmbhatt,oviya03@example.net,9.17053E+11,"H.No. 180, Sabharwal Nagar, Noida-871877",Mau,408546,8/6/2023,Regular,19,1191.77
5365212,Ekavir Pai,xraj@example.com,9.11819E+11,"12/91, Dora Circle, Ludhiana 977670",Ludhiana,695223,5/21/2025,Inactive,12,1893.78
30423794,Adweta Mammen,kalpitratta@example.com,9.14882E+11,"73, Saran Path
Nagpur 627460",Bidhannagar,567984,8/28/2024,New,15,315.9
51521421,Laban Konda,nehachauhan@example.net,9.13975E+11,"262
Gour Circle, Kottayam 198793",Bhavnagar,801358,5/11/2024,Premium,8,1954.2
8496450,Avi Shanker,patelmohammed@example.org,9.13861E+11,"02, Shroff Circle
Kochi-187657",Hospet,188227,5/26/2024,Regular,9,1662.79
1131874,Wahab Bhakta,hemanggill@example.com,9.15004E+11,"H.No. 639
Mander Ganj
Raurkela Industrial Township 175937",Pune,56780,11/21/2023,Regular,3,605.16
12786350,Dipta Loke,harinakshi22@example.com,9.15851E+11,"H.No. 578, Pillay Ganj, Patna 575494",Madurai,181221,2/11/2025,Premium,17,226.6
22222128,Nimrat Brahmbhatt,etakunda@example.com,9.17625E+11,"H.No. 51
Sharma Path, Thane-976261",Bahraich,795853,7/9/2023,Regular,1,1731.49
70017216,Yamini Kota,divyabhakta@example.org,9.19813E+11,"H.No. 63
Lal Path
Mumbai 350502",Bhilai,464955,9/16/2023,Premium,19,1673.53
69670389,Lekha Ramachandran,aramaswamy@example.org,9.12785E+11,"719
Ranganathan Ganj
Mahbubnagar 742612",Anand,88364,2/28/2024,Regular,17,419.41
20523528,Chatresh Chatterjee,rachana32@example.net,9.12135E+11,"13/138
Goel Path
Tiruvottiyur-961932",Barasat,730432,9/28/2024,Regular,6,1121.24
7373418,Jonathan Kamdar,yagnesh91@example.com,9.11405E+11,"H.No. 755, Walia Circle
Korba-277294",Aurangabad,665126,3/9/2025,Inactive,18,786.61
19833036,Dipta Chaudhari,mchaudry@example.com,9.15466E+11,"H.No. 07
Chaudry Circle, Kakinada-600007",Unnao,230818,10/10/2024,Inactive,5,1822.27
59395999,Ekani Rout,vkuruvilla@example.org,9.18939E+11,"115
Chander Zila, Jamshedpur 190706",Morena,996178,8/19/2023,New,10,406.1
59099064,Gopal Kohli,mannankrishna@example.org,9.18412E+11,"527, Barman Zila
Bhilai 367671",North Dumdum,313854,9/16/2025,Inactive,8,1209.91
13415862,Gavin De,clanka@example.org,9.12654E+11,"99, Bhandari Road, Raichur 431343",Kadapa,150570,6/24/2023,Regular,1,723.26
93324276,Shaurya Palla,tandondalbir@example.com,9.14172E+11,"457
Loke Marg, Ambattur-349899",Panvel,705256,8/5/2024,New,9,1203.36
83596014,Hredhaan Mani,ybhardwaj@example.net,9.16684E+11,"H.No. 407
Gara Marg
Akola-473995",Vasai-Virar,277765,7/26/2023,Premium,20,1069.52
12946097,Yashvi Ganesh,onidani@example.org,9.19426E+11,"H.No. 172, Chander Marg, Indore-260387",Bhavnagar,574383,6/19/2025,Inactive,18,222.38
74065175,Praneel Edwin,advaithratti@example.com,9.13071E+11,"187, Sura Road
Bhilwara-643543",Ahmedabad,989254,4/2/2023,Regular,12,1825.9
50011975,Maya Khalsa,logan66@example.net,9.19985E+11,"H.No. 69
Bose Path, Korba-081399",Bellary,846210,8/1/2023,Premium,2,721.7
81476418,Max Som,xlala@example.com,9.17186E+11,"45/06, Kale Path
Raebareli-371581",Gudivada,387533,6/10/2024,Regular,5,902.39
94676789,Darpan Baral,rayoscar@example.net,9.11524E+11,"69
Malhotra Path
Unnao 165069",Gangtok,346161,1/25/2025,Inactive,9,201.76
10021263,Lucky Mane,parthanne@example.com,9.1539E+11,"40/16, Deshpande Street
Solapur-644188",Serampore,951338,12/22/2024,Premium,10,577.72
1314113,Sanya Chandra,fradodugar@example.net,9.13513E+11,"371, Sane Zila
Thanjavur 759610",Tiruppur,335252,7/4/2024,Inactive,19,878.82
29670948,Udant Mitter,lapte@example.com,9.19877E+11,"H.No. 09
Sampath Zila, Ambarnath 368314",Bhatpara,590451,1/27/2024,Regular,7,922.26
96931319,Andrew Andra,laban69@example.net,9.13482E+11,"H.No. 483
Kari, Alappuzha-435871",Madurai,263717,7/3/2024,Regular,12,1329.53
81841452,Patrick Sankar,chandtejas@example.com,9.14518E+11,"45/330
Oza
Saharsa-355002",Aurangabad,550053,3/9/2024,New,4,1353.04
75024845,Siddharth Basak,onkar36@example.net,9.12275E+11,"37
Rai Ganj
Berhampur-976745",Nagpur,409076,10/9/2024,Premium,7,1064.37
9417519,Siddharth Bains,unnatichanda@example.org,9.12755E+11,"H.No. 04
Sama, Tenali 168263",Buxar,49558,11/30/2023,Inactive,3,610.42
94716746,Gavin Gaba,samararya@example.org,9.12689E+11,"H.No. 107
Dar Chowk, Cuttack-437164",Jammu,198657,1/14/2025,Inactive,1,925.59
89699226,Eiravati Kala,indrajit26@example.net,9.14808E+11,"05/34
Joshi Ganj
Ajmer 810823",Tirunelveli,133396,4/6/2024,Premium,3,463.07
83098131,Jai Karan,samakshdhar@example.net,9.17055E+11,"H.No. 92, Mand Chowk, Tumkur 475587",Secunderabad,177604,7/1/2023,Regular,13,736.33
58210817,Nilima Halder,nathaniel83@example.net,9.10623E+11,"95/00
Buch Path
Kulti-054580",Dewas,118754,11/11/2024,Regular,14,1509.01
2555986,Ronith Chander,lkadakia@example.com,9.17473E+11,"75/92
Lad Nagar, Nizamabad-042254",Sambalpur,642010,6/5/2025,New,19,1241.68
321467,Amara Balasubramanian,ekanilalla@example.com,9.19238E+11,"864
Bali, Kamarhati 034050",Sambhal,218469,7/15/2025,Premium,5,829.49
19247681,Ridhi Tailor,qadim36@example.org,9.16838E+11,"12/964
Sehgal Road
Ludhiana 122277",Anand,122916,2/22/2023,Inactive,18,1014.3
52653474,Nikita Apte,onveerwadhwa@example.net,9.17681E+11,"H.No. 603
Mani Street
Moradabad 957511",Gudivada,559314,10/14/2024,Regular,10,1108.59
28878457,Hemal Ranganathan,xmutti@example.org,9.15754E+11,"92/878, Gulati Nagar, Aurangabad-652524",Satara,547709,3/25/2023,Regular,19,468.33
22026186,Yash Chakraborty,hegdegirish@example.net,9.14066E+11,"72/085, Das Ganj, Hubli–Dharwad 792504",Meerut,702896,9/18/2023,Inactive,12,445
5668033,Nimrat Dash,scomar@example.net,9.14295E+11,"78
Apte Chowk, Uluberia-196759",Warangal,553378,10/28/2025,Premium,12,369.97
27455386,Hemani Varty,vasanabajwa@example.org,9.19345E+11,"81/73
Balay
Ujjain-535224",Karaikudi,701922,1/1/2025,Inactive,18,1625.74
74041465,Yashodhara Pillay,dayamai51@example.net,9.11079E+11,"23/201, Kaul Circle
Firozabad 703425",Ahmedabad,829564,11/13/2023,Premium,8,1953.75
22071517,Gaurika Bhakta,bhasinindrajit@example.net,9.12534E+11,"102, Bhavsar, Satara-869993",North Dumdum,154909,10/6/2023,Regular,5,1241.49
12458836,Chakrika Chandran,max86@example.com,9.18237E+11,"94/00
Madan Chowk, Pune 096555",Visakhapatnam,175767,11/23/2025,Premium,2,1057.4
38101984,Charita Arora,tarakmallick@example.net,9.15007E+11,"73/74, Rajagopalan Path
Giridih-325982",Suryapet,67763,12/14/2025,Inactive,18,522.39
76864854,Henry Radhakrishnan,prakashyug@example.org,9.13461E+11,"93/029, Palla Nagar
Bhimavaram 829860",Jalgaon,420370,4/30/2024,Premium,19,627.78
51911855,Yutika Varkey,hmand@example.org,9.10034E+11,"H.No. 80, Palla Marg
Durgapur 574850",Kochi,97935,4/27/2023,Premium,20,1109.65
32996729,Urmi Parikh,praneel48@example.org,9.19899E+11,"04/605
Barad Circle, Alappuzha 870387",Tirupati,309811,11/12/2023,Regular,18,981.82
53852100,Zayyan Dhingra,nirjadara@example.com,9.11496E+11,"29/967, Das Zila, Sambhal 787790",Gandhidham,32310,6/5/2025,Inactive,17,1658.75
23885695,Xavier Solanki,gauri64@example.com,9.10446E+11,"41, Chanda Circle, Ghaziabad 649400",Barasat,481480,4/18/2025,Inactive,7,1495.16
85111954,Yasti Butala,balendra28@example.com,9.16936E+11,"H.No. 755
Sur Ganj
Rourkela-122302",Kanpur,777510,6/13/2024,Inactive,10,824.04
58366695,Chandani Lall,aashi69@example.net,9.15348E+11,"13, Batta Path
Korba 618600",Begusarai,180119,3/21/2025,New,14,1036.62
96638319,Falan Goda,wseth@example.org,9.14975E+11,"62, Contractor, Haldia 035809",Sri Ganganagar,372219,5/11/2024,Regular,9,871.5
88691803,Teerth Varughese,omalhotra@example.org,9.18638E+11,"H.No. 179, Pingle Nagar, Tumkur-814276",Bellary,233453,5/7/2025,Regular,18,474.5
91778242,Yutika Vyas,urishillarajagopalan@example.net,9.13759E+11,"55/60, Oza Road, Bardhaman 847332",Karimnagar,6649,5/18/2024,Inactive,16,992.42
82098732,Azaan Patla,vihaanram@example.com,9.10603E+11,"91/14, Bava, Sangli-Miraj & Kupwad 296907",Belgaum,412440,12/22/2023,Inactive,12,1499.87
48186788,Maanas Nadkarni,ykhurana@example.com,9.18548E+11,"H.No. 350, Sampath Marg
Rajahmundry 554421",Gulbarga,709320,7/12/2024,Regular,13,1614.5
95123105,Nikita Narasimhan,dugaljeremiah@example.com,9.12738E+11,"H.No. 53, Chowdhury Chowk, Tezpur-155435",Imphal,989531,10/21/2023,Regular,3,908.5
2092684,Falguni Deep,inaidu@example.org,9.184E+11,"44
Merchant Ganj
Cuttack-712558",Saharsa,235958,1/6/2025,Regular,9,860.06
61146571,Wazir Iyengar,abduldhillon@example.com,9.15893E+11,"H.No. 881
Chandran Street, Barasat-417073",Medininagar,687212,4/28/2024,Premium,18,1208.82
68789606,Yashasvi Mangal,bmadan@example.com,9.19184E+11,"44/215
Garg Path, Bokaro-929042",Satara,757600,5/26/2024,Regular,16,1486.92
43625905,Falguni Sethi,mdasgupta@example.org,9.19582E+11,"87
Merchant Street
Bhavnagar-659904",Mira-Bhayandar,159370,4/26/2023,Premium,4,1685.16
65484613,Charan Saxena,sachimane@example.org,9.10199E+11,"24/66, Thaman Street, Noida 238778",Hosur,442866,4/13/2024,New,16,1195.88
31605600,Darsh Sarraf,rehaan06@example.com,9.13726E+11,"39/42
Balay Ganj, Hindupur 729924",Shimla,377596,10/5/2023,Premium,5,1176.4
58018625,Abhiram Walia,bakshifaras@example.com,9.15057E+11,"H.No. 590
Sunder Marg, Ludhiana-002580",Jabalpur,303116,9/13/2023,Inactive,20,363.66
73605894,Harita Varma,karpeoscar@example.org,9.12277E+11,"H.No. 547
Ghose Zila
Asansol-452367",Patiala,920521,5/22/2023,Inactive,1,1279.44
52214801,Laban Rai,aashi22@example.org,9.15726E+11,"74/861
Natarajan Road
Dharmavaram-187731",Bihar Sharif,660531,2/4/2023,Regular,3,1814.89
24263552,Rishi Cheema,uppalfiyaz@example.com,9.14661E+11,"33
Chaudhari Circle
Amritsar 134114",Thrissur,473392,5/13/2024,New,11,811.79
26191604,Vasatika Pingle,omisha26@example.net,9.16962E+11,"82
Karpe, Jodhpur-359982",Kota,48180,8/31/2023,Premium,14,983.42
87594778,Neel Kant,edwinjairaj@example.org,9.15154E+11,"95
Tella, Singrauli-377485",Jabalpur,845763,12/16/2024,Inactive,10,486.09
61819742,Pahal Ramakrishnan,sarthak41@example.com,9.11017E+11,"06/872
Dua
Hospet 889437",Shivpuri,736892,6/26/2023,Inactive,16,841.4
24489168,Zaitra Chadha,yash85@example.com,9.1235E+11,"76/784
Barman Path, Tiruvottiyur-818900",Guntakal,694432,4/23/2023,New,10,1202.08
87636530,Nilima Garg,eshanaagate@example.net,9.15336E+11,"580, Yohannan Chowk, Danapur-896195",Karnal,466722,3/15/2025,Premium,20,519.96
83289575,Shaurya Sama,advikareddy@example.com,9.12271E+11,"H.No. 020, Sunder
Ghaziabad 055418",Bhubaneswar,43930,4/28/2023,New,19,1729.97
69454697,Teerth Koshy,zansichandra@example.net,9.11851E+11,"21/896
Nayak Ganj
Unnao-994389",Asansol,581957,4/16/2023,Inactive,9,1122.69
94825741,Tanay Padmanabhan,lokesamesh@example.com,9.19351E+11,"789
Kunda Circle, Mango-822223",Sri Ganganagar,265714,2/28/2023,Regular,5,574.54
62206086,Edhitha Khalsa,ekarajdara@example.org,9.10406E+11,"H.No. 18, Raju, Bilaspur-461523",Surat,285061,5/13/2025,Premium,3,1985.25
98142998,Urvashi Shankar,narulawatika@example.net,9.16882E+11,"812
Uppal Street, Dewas 986748",Silchar,751192,1/9/2023,Premium,6,781.2
44543124,Samar Misra,dhillonomkaar@example.org,9.19092E+11,"017, Behl Nagar, Meerut 050330",Bidar,609761,2/11/2024,Inactive,13,728.22
94014781,Nirja Mandal,sanayarege@example.net,9.1007E+11,"H.No. 55
Guha Marg, Asansol-489366",Durg,393327,8/1/2025,Regular,14,243.2
41905870,Noah Seshadri,ekanta83@example.org,9.14525E+11,"H.No. 73, Arya Zila
Howrah-856293",Chandigarh,856167,2/2/2025,Premium,6,1552.26
99463035,Ekta Bhatt,ekansh42@example.net,9.11367E+11,"28, Nigam Road, Farrukhabad-079115",Bhiwani,862917,11/12/2023,Regular,13,1425.1
56392093,Aayush Chander,nidhi67@example.org,9.19307E+11,"H.No. 237
Karan Ganj
Gangtok-385369",Mathura,790872,2/10/2023,Inactive,3,1002.74
64665553,Shivansh Pall,radhikatalwar@example.org,9.11626E+11,"43
Issac Marg, Jalna 773483",Bihar Sharif,931276,1/16/2024,Premium,6,778.95
80338820,Upma Mohan,vthaman@example.net,9.13568E+11,"380, Bains Nagar, Davanagere-533737",Durg,184395,1/22/2023,New,2,1256.59
88971744,Nicholas Bassi,xratta@example.net,9.10129E+11,"16, Kashyap Street
Jalgaon 622557",Kadapa,898783,12/29/2024,Inactive,8,374.27
78646912,Unni Garde,yoshitabakshi@example.net,9.1676E+11,"H.No. 295, Dada, Jamshedpur 956100",Raipur,751325,5/12/2023,Inactive,14,640.82
27611090,Zaitra Borde,kapooramaira@example.net,9.17596E+11,"12/251, Kaul Zila
Patiala 354546",Tinsukia,998268,6/27/2025,Premium,10,1014.9
28319152,Abhiram Boase,fsami@example.org,9.1671E+11,"91/15, Pillai Street
Agartala 736855",Gulbarga,195087,1/16/2023,Inactive,17,225.68
47703443,Lajita Bandi,agaterohan@example.org,9.15938E+11,"H.No. 075, Srivastava Zila, Pudukkottai 172422",Bidar,351657,11/29/2024,Inactive,1,1843.7
66611969,Rushil Lala,bathira@example.net,9.15807E+11,"H.No. 245, Natarajan
Mango-202641",Cuttack,189153,6/15/2024,Premium,8,1300.94
27545723,Turvi Bhalla,sanyagala@example.net,9.14729E+11,"H.No. 16, Narain Street
Berhampur-325400",Jalna,361405,3/22/2025,Premium,3,1601.1
35585259,Brinda Joshi,gaurang79@example.org,9.16916E+11,"35
Dasgupta Nagar
Agra 663700",Rourkela,429251,3/16/2023,Inactive,17,1246.58
61520294,Libni Khalsa,theodore48@example.com,9.15704E+11,"54/510
Chaudhari Marg, Loni-964870",Faridabad,375928,4/2/2023,Regular,3,900.86
98150786,Frado Vig,faraj55@example.net,9.13454E+11,"H.No. 23
Toor Street, Ahmednagar 736645",Bharatpur,661767,1/11/2024,Premium,9,1623.95
14071127,Chatura Devi,ranajagrati@example.com,9.10006E+11,"47/964, Bhalla Road
Alwar 588756",Kumbakonam,947730,6/21/2023,New,20,1936.28
48521842,Vincent Gole,reyanshmitra@example.org,9.1206E+11,"59
Batra Chowk
Rampur 756340",Kurnool,256806,2/2/2023,Premium,16,702.99
